131	
-21492	5.95E-02
-21440	0.00E+00
-21140	-3.42E-01
-20540	-1.00E+00
-20135	-1.40E+00
-19935	-1.58E+00
-19535	-1.87E+00
-19135	-2.09E+00
-18735	-2.22E+00
-18335	-2.25E+00
-17935	-2.18E+00
-17535	-2.04E+00
-17135	-1.81E+00
-16785	-1.56E+00
-16435	-1.27E+00
-16135	-9.83E-01
-15835	-6.75E-01
-15635	-4.58E-01
-15335	-1.17E-01
-15235	0.00E+00
-15135	1.18E-01
-14835	4.85E-01
-14635	7.40E-01
-14335	1.14E+00
-14035	1.57E+00
-13685	2.11E+00
-13335	2.71E+00
-12935	3.48E+00
-12535	4.36E+00
-12135	5.38E+00
-11735	6.56E+00
-11335	7.93E+00
-10935	9.52E+00
-10535	1.13E+01
-10335	1.23E+01
-9935	1.05E+01
-9535	8.84E+00
-9135	7.43E+00
-8735	6.21E+00
-8335	5.16E+00
-7935	4.24E+00
-7535	3.44E+00
-7135	2.72E+00
-6785	2.15E+00
-6435	1.62E+00
-6135	1.19E+00
-5835	7.79E-01
-5635	5.14E-01
-5335	1.27E-01
-5235	0.00E+00
-5135	-1.26E-01
-4835	-4.97E-01
-4635	-7.37E-01
-4335	-1.09E+00
-4035	-1.42E+00
-3685	-1.79E+00
-3335	-2.12E+00
-2935	-2.47E+00
-2535	-2.76E+00
-2135	-2.99E+00
-1735	-3.15E+00
-1335	-3.25E+00
-935	-3.27E+00
-535	-3.22E+00
-135	-3.11E+00
0	-3.07E+00
135	-3.01E+00
535	-2.82E+00
935	-2.60E+00
1335	-2.35E+00
1735	-2.09E+00
2135	-1.82E+00
2535	-1.55E+00
2935	-1.29E+00
3335	-1.04E+00
3685	-8.30E-01
4035	-6.29E-01
4335	-4.64E-01
4635	-3.04E-01
4835	-2.01E-01
5135	-4.94E-02
5235	0.00E+00
5335	4.91E-02
5635	1.93E-01
5835	2.86E-01
6135	4.21E-01
6435	5.49E-01
6785	6.88E-01
7135	8.14E-01
7535	9.39E-01
7935	1.04E+00
8335	1.12E+00
8735	1.17E+00
9135	1.19E+00
9535	1.18E+00
9935	1.15E+00
10335	1.09E+00
10535	1.05E+00
10935	9.65E-01
11335	8.68E-01
11735	7.66E-01
12135	6.62E-01
12535	5.60E-01
12935	4.61E-01
13335	3.68E-01
13685	2.91E-01
14035	2.19E-01
14335	1.60E-01
14635	1.04E-01
14835	6.82E-02
15135	1.67E-02
15235	0.00E+00
15335	-1.65E-02
15635	-6.46E-02
15835	-9.52E-02
16135	-1.39E-01
16435	-1.79E-01
16785	-2.20E-01
17135	-2.55E-01
17535	-2.87E-01
17935	-3.08E-01
18335	-3.17E-01
18735	-3.12E-01
19135	-2.95E-01
19535	-2.64E-01
19935	-2.22E-01
20135	-1.97E-01
20540	-1.41E-01
21140	-4.83E-02
21440	0.00E+00
21492	8.39E-03
