131	
-21492	2.72E-03
-21440	0.00E+00
-21140	-1.56E-02
-20540	-4.57E-02
-20135	-6.40E-02
-19935	-7.20E-02
-19535	-8.57E-02
-19135	-9.56E-02
-18735	-1.01E-01
-18335	-1.03E-01
-17935	-9.99E-02
-17535	-9.31E-02
-17135	-8.29E-02
-16785	-7.14E-02
-16435	-5.79E-02
-16135	-4.49E-02
-15835	-3.09E-02
-15635	-2.09E-02
-15335	-5.36E-03
-15235	0.00E+00
-15135	5.41E-03
-14835	2.21E-02
-14635	3.38E-02
-14335	5.20E-02
-14035	7.13E-02
-13685	9.53E-02
-13335	1.21E-01
-12935	1.54E-01
-12535	-8.11E-01
-12135	-7.72E-01
-11735	-7.29E-01
-11335	-6.84E-01
-10935	-6.35E-01
-10535	-5.83E-01
-10335	-5.57E-01
-9935	-5.04E-01
-9535	-4.51E-01
-9135	-3.98E-01
-8735	-3.48E-01
-8335	-2.99E-01
-7935	-2.53E-01
-7535	-2.10E-01
-7135	-1.68E-01
-6785	-1.34E-01
-6435	-1.02E-01
-6135	-7.51E-02
-5835	-4.93E-02
-5635	-3.26E-02
-5335	-8.04E-03
-5235	0.00E+00
-5135	7.99E-03
-4835	3.15E-02
-4635	4.68E-02
-4335	6.90E-02
-4035	9.02E-02
-3685	1.13E-01
-3335	1.35E-01
-2935	1.57E-01
-2535	1.75E-01
-2135	1.90E-01
-1735	2.00E-01
-1335	2.06E-01
-935	2.08E-01
-535	2.05E-01
-135	1.98E-01
0	1.95E-01
135	1.91E-01
535	1.79E-01
935	1.65E-01
1335	1.49E-01
1735	1.32E-01
2135	1.15E-01
2535	9.83E-02
2935	8.19E-02
3335	6.60E-02
3685	5.27E-02
4035	3.99E-02
4335	2.94E-02
4635	1.93E-02
4835	1.27E-02
5135	3.13E-03
5235	0.00E+00
5335	-3.11E-03
5635	-1.23E-02
5835	-1.82E-02
6135	-2.67E-02
6435	-3.48E-02
6785	-4.36E-02
7135	-5.16E-02
7535	-5.96E-02
7935	-6.62E-02
8335	-7.11E-02
8735	-7.43E-02
9135	-7.55E-02
9535	-7.50E-02
9935	-7.27E-02
10335	-6.90E-02
10535	-6.66E-02
10935	-6.12E-02
11335	-5.51E-02
11735	-4.86E-02
12135	-4.20E-02
12535	-3.55E-02
12935	-2.93E-02
13335	-2.34E-02
13685	-1.85E-02
14035	-1.39E-02
14335	-1.01E-02
14635	-6.60E-03
14835	-4.33E-03
15135	-1.06E-03
15235	0.00E+00
15335	1.05E-03
15635	4.10E-03
15835	6.04E-03
16135	8.79E-03
16435	1.13E-02
16785	1.40E-02
17135	1.62E-02
17535	1.82E-02
17935	1.95E-02
18335	2.01E-02
18735	1.98E-02
19135	1.87E-02
19535	1.68E-02
19935	1.41E-02
20135	1.25E-02
20540	8.95E-03
21140	3.06E-03
21440	0.00E+00
21492	-5.32E-04
