131	
-21492	-1.10E-03
-21440	0.00E+00
-21140	6.31E-03
-20540	1.84E-02
-20135	2.58E-02
-19935	2.90E-02
-19535	3.45E-02
-19135	3.85E-02
-18735	4.08E-02
-18335	4.14E-02
-17935	4.02E-02
-17535	3.75E-02
-17135	3.34E-02
-16785	2.88E-02
-16435	2.33E-02
-16135	1.81E-02
-15835	1.24E-02
-15635	8.44E-03
-15335	2.16E-03
-15235	0.00E+00
-15135	-2.18E-03
-14835	-8.91E-03
-14635	-1.36E-02
-14335	-2.09E-02
-14035	-2.86E-02
-13685	-3.80E-02
-13335	-4.81E-02
-12935	-6.03E-02
-12535	-7.31E-02
-12135	-8.65E-02
-11735	-1.00E-01
-11335	-1.13E-01
-10935	-1.26E-01
-10535	-1.37E-01
-10335	-1.42E-01
-9935	-1.50E-01
-9535	-1.54E-01
-9135	-1.56E-01
-8735	-1.53E-01
-8335	-1.46E-01
-7935	-1.36E-01
-7535	-1.23E-01
-7135	-1.06E-01
-6785	-8.99E-02
-6435	-7.17E-02
-6135	-5.50E-02
-5835	-3.74E-02
-5635	-2.53E-02
-5335	-6.41E-03
-5235	0.00E+00
-5135	6.46E-03
-4835	2.62E-02
-4635	3.98E-02
-4335	6.07E-02
-4035	8.26E-02
-3685	1.09E-01
-3335	1.38E-01
-2935	1.72E-01
-2535	-7.91E-01
-2135	-7.51E-01
-1735	-7.09E-01
-1335	-6.64E-01
-935	-6.16E-01
-535	-5.67E-01
-135	-5.17E-01
0	-5.00E-01
135	-4.83E-01
535	-4.33E-01
935	-3.84E-01
1335	-3.36E-01
1735	-2.91E-01
2135	-2.49E-01
2535	-2.09E-01
2935	-1.72E-01
3335	-1.38E-01
3685	-1.09E-01
4035	-8.26E-02
4335	-6.07E-02
4635	-3.98E-02
4835	-2.62E-02
5135	-6.46E-03
5235	0.00E+00
5335	6.41E-03
5635	2.53E-02
5835	3.74E-02
6135	5.50E-02
6435	7.17E-02
6785	8.99E-02
7135	1.06E-01
7535	1.23E-01
7935	1.36E-01
8335	1.46E-01
8735	1.53E-01
9135	1.56E-01
9535	1.54E-01
9935	1.50E-01
10335	1.42E-01
10535	1.37E-01
10935	1.26E-01
11335	1.14E-01
11735	1.00E-01
12135	8.65E-02
12535	7.31E-02
12935	6.03E-02
13335	4.81E-02
13685	3.80E-02
14035	2.86E-02
14335	2.09E-02
14635	1.36E-02
14835	8.92E-03
15135	2.18E-03
15235	0.00E+00
15335	-2.16E-03
15635	-8.44E-03
15835	-1.24E-02
16135	-1.81E-02
16435	-2.33E-02
16785	-2.88E-02
17135	-3.34E-02
17535	-3.75E-02
17935	-4.02E-02
18335	-4.14E-02
18735	-4.08E-02
19135	-3.85E-02
19535	-3.45E-02
19935	-2.90E-02
20135	-2.58E-02
20540	-1.84E-02
21140	-6.31E-03
21440	0.00E+00
21492	1.10E-03
